date;message_id;reply_to_msg_id;channel_name;channel_id;sender;sender_id;message;views;comments;reactions;channel_members_count;channel_url;reactions_total;forwarded;forwards;topic_title
2026-03-12 08:59:04+00:00;110;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;**Я задолбался делать карусели вручную.   Поэтому собрал систему, которая делает их сама.**  Каждый раз одно и то же.  Придумать тему.   Разбить её на слайды.   Написать текст.   Подобрать картинки.   Собрать карусель.  На одну такую штуку легко уходит час, а иногда и больше.  В какой-то момент я подумал:   **это же идеальная задача для автоматизации.**  И собрал себе небольшую AI-систему, которая делает карусели почти полностью сама.  Как это работает:  1️⃣ Я заранее складываю **темы для каруселей** в таблицу (Raretable)   2️⃣ Автоматизация берёт одну из тем   3️⃣ Пишет текст карусели   4️⃣ Делит его на слайды   5️⃣ Генерирует изображения   6️⃣ Собирает готовую карусель  После этого **готовая карусель просто приходит мне в Telegram** 📩  Мне остаётся только открыть её и опубликовать.  По времени:  **примерно 10 минут — и готова карусель из 6 слайдов.**  Но самое интересное — стоимость.  Я посчитал расходы на генерацию.  **Один слайд карусели стоит ~3 ₽.**  То есть:  6 слайдов ≈ **18 рублей**.  По сути получился маленький **контент-завод** ⚙️  Запускаешь — и через несколько минут у тебя готовый материал.  И это ещё не предел.  Можно добавить **автопубликацию**, и тогда карусели будут сразу выходить в нужной соцсети без моего участия 🚀;32;0;;108;https://t.me/Switch_On_AI;0;0;1;
2026-03-10 10:37:01+00:00;109;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;Вчера впервые нормально поигрался с Claude Computer Use (Cowork) в десктоп-версии.  Скачать его [ТУТ](https://claude.com/download)  И честно — это очень сильная штука.  По сути это агент, который может работать прямо внутри вашего компьютера.  Вы просто голосом объясняете задачу: (про сервис который считывает голос писал [ТУТ](https://t.me/Switch_On_AI/98))  что нужно сделать   где лежат файлы   какой результат хотите получить  И дальше он начинает работать сам.  Он может:  — создавать документы   — редактировать их   — перемещать файлы   — удалять   — структурировать папки   — анализировать данные  То есть это уже не просто чат.  Это реально рабочий помощник.  Я дал ему одну задачу, которая давно висела у меня в голове.  Я уже какое-то время веду все свои заметки в Obsidian.   Сейчас у меня там около 200 заметок.  Но я никогда нормально не выстраивал между ними связи, чтобы получился осмысленный граф.  Я примерно понимал, как хочу, чтобы это выглядело, но руками делать это было долго и лень.  Поэтому просто описал задачу агенту.  Он:  — проанализировал все заметки   — нашёл взаимосвязи   — разложил их по структуре   — и построил пятиступенчатую ветвь связей между заметками  Причём это происходило в несколько итераций.   Я просто уточнял, что мне нравится, а что нет.  В итоге за час у меня появился граф знаний, который я откладывал несколько месяцев.;39;0;{':thumbs_up:': 3};108;https://t.me/Switch_On_AI;3;0;3;
2026-03-07 14:06:01+00:00;108;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;🔥 OpenAI выпустили GPT-5.4  В начале марта вышла новая флагманская модель — GPT-5.4.   Она заменяет GPT-5.2 и GPT-5.3.  Что изменилось:  1️⃣ Контекст — до 1,05 млн токенов   Теперь модель может анализировать огромные документы, кодовые базы и длинные диалоги практически без потери деталей.  2️⃣ Режим computer use   GPT может работать как агент: — читать скриншоты   — кликать кнопки   — заполнять формы   — проверять результат  Фактически это уже шаг в сторону полноценного ИИ-ассистента, который может выполнять задачи на компьютере.  3️⃣ Меньше галлюцинаций   OpenAI заявляет: — на 33% меньше галлюцинаций   — на 18% меньше ошибок  4️⃣ Появился tool search   Модель может динамически подключать инструменты под задачу.  Версии модели:  • GPT-5.4 — базовая   • GPT-5.4 Thinking — для сложного рассуждения   • GPT-5.4 Pro — максимальная точность  По бенчмаркам:  — 75% OSWorld (задачи на ПК)   — 82,7% BrowseComp (поиск в интернете)   — 83% GDPval (знания)  💰 Цена API — от $2.50 за миллион входных токенов.  Главное изменение, на мой взгляд:  ИИ постепенно перестаёт быть просто “чатом”.   Он становится** агентом,** который может выполнять задачи.  И это только начало.  Если интересно — могу разобрать, какие реальные задачи уже можно автоматизировать через такие модели.;58;0;;108;https://t.me/Switch_On_AI;0;0;0;
2026-03-06 14:00:01+00:00;107;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;🔥 Google выпустил новую нейросеть для генерации изображений — **Nano Banana 2**  Главная фишка — модель может **использовать данные из интернета**, чтобы точнее понимать объекты, сцены и стили. Поэтому она хорошо справляется с:  • реальными местами и объектами • инфографикой и графиками • интерфейсами и текстом • сложными сценами  ⚡️ Возможности модели:  • генерация изображений до **4K** • до **14 объектов** в кадре • до **5 одинаковых персонажей** • высокая точность в сложных промптах  ---  🤖 Чем отличается от других генераторов  **Midjourney / Stable Diffusion**  — работают только на обученных данных — не используют актуальную информацию из интернета  **Nano Banana 2**  — может подтягивать **данные из веб-поиска** — лучше делает **реалистичные сцены, UI и инфографику**  ---  💡 **Как бесплатно генерировать картинки**  Это можно сделать через официальный проект Google — [**Flow**](https://labs.google/flow/about)  Что нужно сделать:  1. зайти в Flow (Google Labs) 2. создать новый проект 3. в списке моделей выбрать **Nano Banana Pro**  На один аккаунт дают **до 20 генераций в день**. Если использовать несколько аккаунтов — лимит можно увеличить.  📌 Чтобы скачать изображение **в максимальном качестве**, выбирайте разрешение **2K**.;62;0;;108;https://t.me/Switch_On_AI;0;0;2;
2026-03-06 08:35:28+00:00;106;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;оооо, у меня первая сотня подписчиков в канале!  кайф);61;0;{':trophy:': 5};108;https://t.me/Switch_On_AI;5;0;0;
2026-03-05 08:58:58+00:00;105;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;Готовлю видео обзор Контен-Завода!;61;0;;108;https://t.me/Switch_On_AI;0;0;0;
2026-03-05 08:56:58+00:00;104;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;**Почему автоматизация контента — одно из самых выгодных вложений времени сейчас**  Когда-то я долго думал, куда вообще стоит вкладывать своё время.   Вариантов всегда море: делать сервис, брать проекты на заказ, пилить новый продукт.  Но со временем пришёл к простой мысли.  **Самая сильная инвестиция — это система контента для себя.**  Для личного бренда, бизнеса или продукта.  **Почему?**  Потому что **контент — это актив** 📈  Он со временем начинает приносить:  — подписчиков 👥   — охваты 📊   — узнаваемость 🧠   — клиентов 💰    И всё это часто **без платной рекламы**.  Иногда достаточно посмотреть на **зарубежный YouTube**.  Тысячи людей сейчас делают одинаковые AI-сервисы.   Например:  калькуляторы калорий   простые SaaS-инструменты разные мелкие AI-сервисы  Их тысячи.  Но рынку реально нужно **два-три таких продукта**.  **Остальные просто исчезают.**  А теперь представьте другой сценарий.  Если бы эти же люди вместо очередного сервиса сделали **систему контента**, которая **каждый день приводит им аудиторию**.  Даже **1000 просмотров в день**.   Даже **10 новых подписчиков**.  Через несколько месяцев это превращается в **актив, который работает на тебя** ⚙️  И тогда запуск любого продукта становится **в разы проще**.  Появляются:  — первые пользователи 👤   — обратная связь 💬   — предложения о сотрудничестве 🤝;58;0;{':red_heart:': 2, ':thumbs_up:': 1};108;https://t.me/Switch_On_AI;3;0;0;
2026-03-04 16:40:26+00:00;103;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;Claude заблокировал мне два аккаунта.  Апелляцию я отправил, но ждать неизвестно сколько.  Поэтому пошёл **регистрировать новую учетную запись**.  И заодно решил записать **короткую видео-инструкцию**, как сейчас зарегистрироваться в Claude и оплатить подписку.  В видео показал всё по шагам:   — регистрация   — как обойти ограничения   — как оплатить Claude  Если тоже планируете пользоваться Claude — вот инструкция 👇   https://youtu.be/LAyTk9XJeHY  ---  ### Сервисы, которые могут понадобиться  **1️⃣ Зарубежная карта (как в видео)**   Сервис для выпуска карты:  [WanttopayBot](https://t.me/WantToPayBot?start=w17851188--E334R)  **2️⃣ Сервисы для оплаты зарубежных сервисов** [Оплата МТС  ](https://payment.mts.ru/tools?utm_source=payment-tools) [ОплатаГуру](http://t.me/OplataGuru_bot)    Еще один бот для оплаты   https://t.me/paymentserv_bot?start=ref=286335869  Иногда пользуюсь сайтом **Плати Маркет** — это по сути маркетплейс людей, которые помогают оплачивать зарубежные сервисы.   Там важно **смотреть отзывы и рейтинг продавцов**.  **3️⃣ Одноразовые номера для регистрации** [Grizzly SMS](https://grizzlysms.com/ru/?r=890069);57;0;;108;https://t.me/Switch_On_AI;0;0;2;
2026-03-04 13:45:27+00:00;102;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;После истории с блокировкой Claude я, конечно, немного расстроился.  Поэтому решил поделиться с вами ещё одним **топовым GPTs**.  Это **мега-распаковщик экспертности**.  Вчера был на очень крутом мастер-классе у методолога **Михаила Мермана** @mikhailmerman  В последней части мероприятия были короткие индивидуальные разборы разных специалистов.   Я тоже поучаствовал.  И знаете, что было интересно?  Мой внутренний перфекционист немного расслабился 😄   Оказалось, **я не один такой**, кому сложно нормально объяснить:  **чем он вообще может быть полезен людям.**  И вот тут как раз может помочь **тот же ChatGPT**.  Поэтому делюсь своим GPTs, который **специализируется на распаковке экспертности**.  Вот ссылка 👇   [Распаковщик | ВКЛЮЧИ ИИ](https://chatgpt.com/g/g-698ee787776c81918092a10f06aabe29-raspakovshchik-vkliuchi-ii)  Открывайте его и просто напишите:  **НАЧНЕМ**  Дальше всё просто —   отвечайте на его вопросы и наблюдайте, как постепенно **раскрывается ваша экспертность**.  Сам сейчас пойду с ним общаться)));52;0;;108;https://t.me/Switch_On_AI;0;0;2;
2026-03-04 11:06:01+00:00;101;;Лещенко 🪄 ВКЛЮЧИ ИИ;2889841744;;-1;Сегодня ночью **Claude AI заблокировал сразу две мои учетные записи.**  Да, ребята из **Anthropic реально следят за пользователями** 👀  Сначала я подумал:   что вообще произошло?  Разобрался. Есть **три основные причины**, по которым могут заблокировать аккаунт:  — регистрация из страны, где сервис не поддерживается   — создание запрещенного контента   — передача аккаунта другому пользователю    Первые два пункта в моем случае не подходят.  Из России просто так на их сайт не зайти.   А если Claude считает, что запрос нарушает правила — он просто **отказывается его выполнять**.  Значит остается **третий пункт — подозрительная смена регионов**.  И тут я, похоже, сам себе устроил проблему.  Вчера было несколько нестандартных входов:  — в аккаунт заходил сотрудник сервиса, который помог оплатить подписку   — я работал через VPN с регионом **Финляндия**   — потом переключился на **США**  Плюс VPN вчера работал очень нестабильно, и я **несколько раз менял регионы**.  Думал:   **я же сто раз так делал — всё нормально.**  Оказалось — **не нормально**.  Утром открываю Claude → **аккаунт заблокирован**.   Захожу во второй → **там тоже бан**.  ### Что из этого можно вынести  **1️⃣ Используйте нормальный платный VPN**   Желательно с режимом **туннеля**, чтобы не было скачков регионов.  **2️⃣ Не прыгайте по миру через VPN** 🌍   Сервисы это видят и могут посчитать подозрительной активностью.  Сейчас пошел писать **апелляцию в поддержку**.  Надеюсь, что разблокируют —   там остались материалы, которые я вчера не сохранил.;58;0;;108;https://t.me/Switch_On_AI;0;0;3;
